checkout_id,member_id,first_name,last_name,grade,neighborhood,membership_status,book_id,checkout_date,return_date,source,member_total_checkouts,title,author,genre,pages,publication_year,publisher
9186,1034,Aya,Wahba,9.0,Nasr City,Active,516,2025-07-17,2025-08-03,database,25,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9333,1072,Seif,Zaki,9.0,Zamalek,Active,520,2025-06-03,2025-06-08,database,14,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
9188,1023,Hassan,Rashad,8.0,Nasr City,Inactive,507,2025-05-11,2025-06-08,database,1,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9371,1079,Rana,Osman,8.0,Shubra,Active,528,2025-04-22,2025-05-02,database,10,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House
9036,1010,Nour,Nabil,6.0,Maadi,Active,515,2024-11-27,2024-12-24,database,18,Songs of the Oasis,Hoda Bakry,Poetry,316,2022.0,Cairo Young Readers
9163,1034,Aya,Wahba,9.0,Nasr City,Active,531,2025-12-28,2026-01-02,database,25,Voices in the Library,Samir Zohdy,Friendship,272,2018.0,Oasis Books
9091,1008,Ziad,Saleh,8.0,Maadi,Active,525,2024-06-03,2024-06-12,database,19,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9092,1019,Mostafa,Wahba,6.0,Maadi,Inactive,507,2025-03-20,2025-03-27,database,3,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9040,1016,Dina,Rashad,8.0,Maadi,Active,529,2025-01-23,2025-02-11,database,7,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9376,1024,Youssef,Hegazy,8.0,Nasr City,Inactive,518,2025-10-22,2025-11-04,database,17,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House
9033,1020,Rana,Fouad,6.0,Maadi,Active,522,2025-02-26,2025-03-11,database,7,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9341,1065,Adam,Fahmy,6.0,Zamalek,Active,516,2025-02-19,2025-03-09,database,18,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9247,1044,Sherif,Saleh,7.0,Heliopolis,Active,510,2025-02-01,2025-02-23,database,21,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers
9184,1026,Nada,Saleh,7.0,Nasr City,Inactive,501,2024-12-15,2025-01-11,database,4,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9228,1044,Sherif,Saleh,7.0,Heliopolis,Active,516,2024-12-05,2024-12-26,database,21,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9331,1065,Adam,Fahmy,6.0,Zamalek,Active,525,2025-02-17,2025-02-23,database,18,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9207,1044,Sherif,Saleh,7.0,Heliopolis,Active,527,2025-10-20,2025-11-04,database,21,Notes from the Delta,Mona Kholoussy,Nature,328,2017.0,Delta House
9323,1072,Seif,Zaki,9.0,Zamalek,Active,519,2024-01-23,2024-01-28,database,14,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9337,1072,Seif,Zaki,9.0,Zamalek,Active,529,2024-11-13,,database,14,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9326,1062,Tarek,Adel,7.0,Zamalek,Active,501,2024-08-15,2024-08-21,database,8,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9128,1024,Youssef,Hegazy,8.0,Nasr City,Inactive,501,2025-06-12,2025-06-19,database,17,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9123,1027,Mostafa,Fouad,9.0,Nasr City,Active,511,2025-03-23,2025-04-11,database,18,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press
9003,1015,Hamza,Sabry,7.0,Maadi,Inactive,501,2024-08-04,2024-08-13,database,3,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9066,1005,Youssef,Halim,9.0,Maadi,Active,513,2025-07-15,2025-07-31,database,4,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9053,1008,Ziad,Saleh,8.0,Maadi,Active,516,2025-07-20,2025-08-08,database,19,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9052,1019,Mostafa,Wahba,6.0,Maadi,Inactive,501,2024-06-20,2024-06-29,database,3,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9162,1030,Reem,Osman,,Nasr City,Active,519,2025-08-27,2025-09-11,database,16,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9027,1018,Ahmed,Shafik,9.0,Maadi,Active,519,2024-11-04,,database,17,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9194,1024,Youssef,Hegazy,8.0,Nasr City,Inactive,513,2024-09-17,2024-10-09,database,17,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9120,1034,Aya,Wahba,9.0,Nasr City,Active,526,2025-06-06,2025-06-26,database,25,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125,2016.0,Delta House
9182,1037,Retaj,Kamel,,Nasr City,Inactive,525,2024-05-19,2024-06-03,database,2,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9241,1059,Lina,Halim,7.0,Heliopolis,Active,519,2025-01-04,2025-01-11,database,7,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9172,1030,Reem,Osman,,Nasr City,Active,513,2025-05-04,2025-05-26,database,16,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9193,1034,Aya,Wahba,9.0,Nasr City,Active,519,2024-09-15,2024-10-01,database,25,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9100,1010,Nour,Nabil,6.0,Maadi,Active,513,2025-08-27,2025-09-22,database,18,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9227,1059,Lina,Halim,7.0,Heliopolis,Active,513,2024-11-02,2024-11-20,database,7,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9110,1030,Reem,Osman,,Nasr City,Active,506,2024-05-14,2024-05-30,database,16,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9021,1008,Ziad,Saleh,8.0,Maadi,Active,501,2025-05-22,2025-05-29,database,19,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9007,1008,Ziad,Saleh,8.0,Maadi,Active,507,2025-03-15,2025-03-31,database,19,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9365,1075,Malak,Fahmy,7.0,Shubra,Active,501,2024-01-17,2024-02-01,database,9,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9142,1027,Mostafa,Fouad,9.0,Nasr City,Active,516,2024-09-21,2024-10-14,database,18,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9073,1008,Ziad,Saleh,8.0,Maadi,Active,513,2025-02-13,,database,19,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9024,1010,Nour,Nabil,6.0,Maadi,Active,507,2025-01-27,2025-02-09,database,18,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9067,1008,Ziad,Saleh,8.0,Maadi,Active,507,2024-01-05,2024-01-29,database,19,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9324,1061,Ziad,Fahmy,9.0,Zamalek,Inactive,529,2025-03-12,2025-04-10,database,10,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9250,1044,Sherif,Saleh,7.0,Heliopolis,Active,507,2025-08-05,2025-08-23,database,21,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9090,1016,Dina,Rashad,8.0,Maadi,Active,507,2025-02-18,2025-03-04,database,7,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9198,1027,Mostafa,Fouad,9.0,Nasr City,Active,524,2024-10-03,2024-10-19,database,18,The Weaver's Daughter,Laila Shokry,Historical,114,2016.0,Cairo Young Readers
9046,1022,Youssef,Fouad,7.0,Maadi,Active,513,2024-02-22,,database,7,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9115,1034,Aya,Wahba,9.0,Nasr City,Active,502,2025-12-16,2026-01-15,database,25,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House
9310,1067,Aya,Ibrahim,7.0,Zamalek,Inactive,511,2024-02-04,2024-02-12,database,3,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press
9357,1077,Lina,Rashad,6.0,Shubra,Active,516,2024-07-26,2024-08-15,database,6,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9286,1072,Seif,Zaki,9.0,Zamalek,Active,507,2024-08-09,2024-08-16,database,14,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9354,1079,Rana,Osman,8.0,Shubra,Active,502,2024-03-09,2024-03-18,database,10,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House
9290,1065,Adam,Fahmy,6.0,Zamalek,Active,519,2025-10-09,,database,18,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9257,1047,Sara,Rashad,,Heliopolis,Inactive,501,2024-10-18,2024-11-16,database,16,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9261,1047,Sara,Rashad,,Heliopolis,Inactive,509,2025-09-02,2025-09-18,database,16,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9119,1024,Youssef,Hegazy,8.0,Nasr City,Inactive,518,2025-02-26,2025-03-15,database,17,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House
9313,1068,Layla,Hegazy,8.0,Zamalek,Inactive,507,2024-12-13,2024-12-19,database,6,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9213,1050,Fares,Adel,6.0,Heliopolis,Inactive,501,2024-05-07,2024-05-14,database,11,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9051,1003,Bassel,Hegazy,6.0,Maadi,Active,513,2025-07-22,2025-08-18,database,10,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9093,1008,Ziad,Saleh,8.0,Maadi,Active,507,2025-03-22,2025-04-19,database,19,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9274,1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,522,2024-09-06,2024-09-17,database,6,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9292,1074,Mostafa,Saleh,8.0,Zamalek,Active,525,2024-12-28,2025-01-06,database,2,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9009,1022,Youssef,Fouad,7.0,Maadi,Active,506,2025-04-28,2025-05-04,database,7,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9064,1008,Ziad,Saleh,8.0,Maadi,Active,502,2025-06-12,2025-06-21,database,19,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House
9169,1030,Reem,Osman,,Nasr City,Active,513,2025-11-25,,database,16,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9358,1077,Lina,Rashad,6.0,Shubra,Active,513,2025-07-09,2025-07-24,database,6,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9297,1065,Adam,Fahmy,6.0,Zamalek,Active,501,2025-04-14,,database,18,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9214,1058,Lina,Mansour,8.0,Heliopolis,Active,525,2024-09-24,,database,4,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9008,1010,Nour,Nabil,6.0,Maadi,Active,520,2025-08-11,,database,18,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
9237,1057,Ahmed,Fahmy,8.0,Heliopolis,Active,513,2024-02-22,,database,10,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9303,1061,Ziad,Fahmy,9.0,Zamalek,Inactive,509,2025-12-23,2026-01-10,database,10,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9338,1072,Seif,Zaki,9.0,Zamalek,Active,501,2024-07-16,,database,14,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9343,1075,Malak,Fahmy,7.0,Shubra,Active,529,2024-10-04,2024-10-14,database,9,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9130,1024,Youssef,Hegazy,8.0,Nasr City,Inactive,503,2025-09-04,2025-09-17,database,17,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press
